species_id,phylum_lat,class_lat,order_lat,family_lat,taxon_lat_original,taxon_lat,genus_lat,nativeness_hu,Maximum magasság,Életforma,Szociális magatartási típus,Flóraelem besorolás,invasion_status_hu,Terjedési stratégia,Virágzás kezdete,Virágzás időtartama,WZ,WB,FS,ELLF,RZ,LB,ELLS,NS,NB,ELLN
2451,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Suaeda pannonica (G. Beck) Graebn.,Suaeda pannonica,Suaeda,őshonos,50,Th,S,PAN,,Allium,7,3,,8,3-4,,,9,,3-4,7,
2452,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Suaeda prostrata Pall.,Suaeda prostrata,Suaeda,őshonos,15,,,EUA,,Allium,,,,,3-4,,,,,3-4,,
2453,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Suaeda salinaria (Schur) Simonk.,Suaeda salinaria,Suaeda,őshonos,40,,,PoP,,Allium,,,,,3-4,,,,,3-4,,
2454,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Succisa pratensis Moench,Succisa pratensis,Succisa,őshonos,80,He,G,EUA,,Allium,7,4,7,7,3-4,7,4,7,0,2,2,2
2455,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Succisella inflexa (Kluk) G. Beck,Succisella inflexa,Succisella,őshonos,150,He,G,PON,,Allium,6,4,7,8,3-4,8,4,8,0,2,2,2
2456,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos albus (L.) S.F. Blake,Symphoricarpos albus,Symphoricarpos,idegenhonos,200,M,I,ADV,alkalmi faj,Cornus,6,3,,,,,,,,,,
2457,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum ciliatum (Ledeb.) G.L. Nesom,Symphyotrichum ciliatum,Symphyotrichum,idegenhonos,,,,,alkalmi faj,Epilobium,,,,,,,,,,,,
2458,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Symphytum asperum Lepech.,Symphytum asperum,Symphytum,idegenhonos,150,He,,,alkalmi faj,Allium,6,4,,,,5,,,0,,,8
2459,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Symphytum officinale L.,Symphytum officinale,Symphytum,őshonos,120,He(HH),G,EUR,,Allium,6,4,8,8,4-5,7,0,7,0,3-4,8,8
2460,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Symphytum tuberosum L.,Symphytum tuberosum,Symphytum,őshonos,40,Ge,G,CEU,,Allium,5,3,5,5,3,6,3,5,0,2-3,5,5
2461,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Symphytum  uplandicum Nyman,Symphytum  uplandicum,Symphytum,idegenhonos,200,He,,,alkalmi faj,Allium,4,3,,,,,,,,,,
2462,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Syrenia cana (Piller et Mitterp.) Neilr.,Syrenia cana,Syrenia,őshonos,80,HT,S,PoP,,Allium,7,3,1,1,2,,5,9,,1,1,
2463,Angiospermae,Magnoliopsida,Lamiales,Oleaceae,Syringa vulgaris L.,Syringa vulgaris,Syringa,idegenhonos,600,M-MM,AC,ADV,meghonosodott faj,Allium,4,2,,4,2,,,7,,1-2,3,
2464,Angiospermae,Liliopsida,Poales,Poaceae,Taeniatherum caput-medusae (L.) Nevski,Taeniatherum caput-medusae,Taeniatherum,idegenhonos,40,Th,NP,PoM,meghonosodott faj,Allium,6,2,2,2,2,,4,9,,,2,
2465,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tagetes erecta L.,Tagetes erecta,Tagetes,idegenhonos,100,Th,,,alkalmi faj,Allium,7,3,,,,,,,,,,
2466,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tagetes minuta L.,Tagetes minuta,Tagetes,idegenhonos,100,Th,,,alkalmi faj,Allium,11,2,,,,,,,,,,
2467,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tagetes patula L.,Tagetes patula,Tagetes,idegenhonos,40,Th,I,ADV,alkalmi faj,Allium,7,3,,,,,,,,,,
2468,Angiospermae,Magnoliopsida,Caryophyllales,Tamaricaceae,Tamarix spp.,Tamarix spp.,Tamarix,idegenhonos,600,M,I,ADV,alkalmi faj,Zea,4,5,,,,,,,,,,
2469,Angiospermae,Liliopsida,Dioscoreales,Dioscoreaceae,Tamus communis L.,Tamus communis,Tamus,őshonos,300,Ge,G,AsM,,Cornus,5,2,5,4,3,5,4,5,0,2-3,6,5
2470,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tanacetum corymbosum (L.) Sch.Bip.,Tanacetum corymbosum,Tanacetum,őshonos,120,He,G,CON,,Allium,5,4,3,5,2-3,4,4,7,0,2,4,4
2471,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tanacetum parthenium (L.) Sch.Bip.,Tanacetum parthenium,Tanacetum,idegenhonos,160,He,A,ADV,alkalmi faj,Allium,6,6,4,5,3,,5,7,,3,6,
2472,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tanacetum vulgare L.,Tanacetum vulgare,Tanacetum,rejtett honosságú,150,He,W,EUA,meghonosodott faj,Allium,7,4,7,5,3-4,5,0,8,0,3,5,5
2473,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Taraxacum bessarabicum (Hornem.) Hand.-Mazz.,Taraxacum bessarabicum,Taraxacum,őshonos,15,He,G,EUA,,Epilobium,7,4,7,5,2-3,,4,9,,1,4,
2474,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Taraxacum sect. Erythrosperma (H. Lindb.) Dahlst.,Taraxacum sect. Erythrosperma,Taraxacum,őshonos,25,He,G,EUA,,Epilobium,3,3,2,3,1-2,3,0,8,0,0,3,2
2475,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Taraxacum sect. Palustria (H. Lindb.) Dahlst.,Taraxacum sect. Palustria,Taraxacum,őshonos,30,He,G,EUR,,Epilobium,4,3,8,8,3-4,8,4,8,0,2,5,2
2476,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Taraxacum sect. Ruderalia Kirschner  H. Øllg. et Štěpánek,Taraxacum sect. Ruderalia,Taraxacum,őshonos,50,He,RC,EUA,,Epilobium,3,8,5,5,2-3,5,0,7,1,2-3,7,8
2477,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Taraxacum serotinum (Waldst. et Kit.) Poir.,Taraxacum serotinum,Taraxacum,őshonos,25,He,S,PoP,,Epilobium,8,3,,2,2,,,8,,2,2,
2478,Pinophyta,Pinopsida,Pinales,Cupressaceae,Taxodium distichum (L.) Rich.,Taxodium distichum,Taxodium,idegenhonos,3000,MM,,,alkalmi faj,Zea,5,1,,,,,,,,,,
2479,Pinophyta,Pinopsida,Pinales,Taxaceae,Taxus baccata L.,Taxus baccata,Taxus,őshonos,1500,MM-M,Su,AsM,,Cornus,3,2,5,5,3,5,5,3,0,2,5,
2480,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Teesdalia nudicaulis (L.) R. Br.,Teesdalia nudicaulis,Teesdalia,őshonos,25,Th(-HT),Su,SAT,,Allium,4,2,,2,3,3,,8,0,2,1,1
2481,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Telekia speciosa (Schreb.) Baumg.,Telekia speciosa,Telekia,rejtett honosságú,160,He,Su,BAL,meghonosodott faj,Allium,7,2,8,7,3-4,7,5,7,0,3,6,7
2482,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tephroseris aurantiaca (Willd.) Griseb. et Schenk,Tephroseris aurantiaca,Tephroseris,őshonos,50,He,Su,EUA,,Epilobium,5,3,,6,3,,,7,,,4,
2483,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tephroseris crispa (Jacq.) Rchb.,Tephroseris crispa,Tephroseris,őshonos,80,He,S,CEA,,Epilobium,6,1,,7,3-4,,,7,,2,4,
2484,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tephroseris integrifolia (L.) Holub,Tephroseris integrifolia,Tephroseris,őshonos,60,He,G,CON,,Epilobium,5,2,4,4,1-2,4,3,7,0,2,4,
2485,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tephroseris longifolia (Jacq.) Griseb. et Schenk,Tephroseris longifolia,Tephroseris,őshonos,80,He,Sr,CEA,,Epilobium,6,2,6,6,3,6,3,8,0,,8,8
2486,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Tetragonolobus maritimus (L.) Roth subsp. siliquosus (L.) Murb.,Tetragonolobus maritimus,Tetragonolobus,őshonos,20,He,DT,CEU,,Allium,5,4,6,7,3-4,,4,8,1,2,4,1
2487,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Teucrium botrys L.,Teucrium botrys,Teucrium,idegenhonos,20,Th,NP,AsM,meghonosodott faj,Allium,6,4,,2,1,2,,9,0,1,1,2
2488,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Teucrium chamaedrys L.,Teucrium chamaedrys,Teucrium,őshonos,30,Ch,G,SME,,Allium,5,2,2,3,1-2,2,4,7,0,1-2,2,1
2489,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Teucrium montanum L.,Teucrium montanum,Teucrium,őshonos,20,Ch,G,SME,,Allium,6,3,0,1,1-2,1,5,9,0,1,1,1
2490,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Teucrium scordium L.,Teucrium scordium,Teucrium,őshonos,50,He(HH),G,EUA,,Allium,6,3,9,9,4,8,4,7,1,2,3,4
2491,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Teucrium scorodonia L.,Teucrium scorodonia,Teucrium,őshonos,50,He(-Ch),Sr,AsM,,Allium,6,2,9,4,2,4,4,6,0,2,3,3
2492,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum aquilegiifolium L.,Thalictrum aquilegiifolium,Thalictrum,őshonos,120,He,G,EUR,,Allium,5,4,4,4,2-3,8,4,5,0,3-4,4,7
2493,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum flavum L.,Thalictrum flavum,Thalictrum,őshonos,100,He,G,EUA,,Allium,6,2,,8,4,8,,7,0,2,4,5
2494,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum foetidum L.,Thalictrum foetidum,Thalictrum,őshonos,40,He,Sr,CON,,Allium,6,3,2,2,1,,5,9,,1,1,
2495,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum lucidum L.,Thalictrum lucidum,Thalictrum,őshonos,120,He,G,CON,,Allium,6,3,8,8,3-4,8,5,7,0,2,4,3
2496,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum minus L.,Thalictrum minus,Thalictrum,őshonos,150,He,G,EUA,,Allium,5,4,3,3,1-2,3,4,6,0,2,3,3
2497,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum pseudominus Borbás,Thalictrum pseudominus,Thalictrum,őshonos,50,He,S,PAN,,Allium,5,3,0,1,1-2,,5,9,,2,1,
2498,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum simplex L.,Thalictrum simplex,Thalictrum,őshonos,70,He,G,CON,,Allium,6,2,7,7,3-4,6,4,8,0,2,4,2
2499,Pterophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Thelypteris palustris Schott,Thelypteris palustris,Thelypteris,őshonos,100,Ge-HH,S,KOZ,,Lycopodium,7,3,10,9,5,8,3,7,0,2,5,6
2500,Angiospermae,Magnoliopsida,Santalales,Santalaceae,Thesium bavarum Schrank,Thesium bavarum,Thesium,őshonos,80,Ge-He,G,CEU,,Allium,6,3,2,2,3,3,5,7,0,1,2,2
2501,Angiospermae,Magnoliopsida,Santalales,Santalaceae,Thesium dollineri Murb.,Thesium dollineri,Thesium,őshonos,15,Th(-HT),W,PaB,,Allium,5,4,,4,2,,,7,,2,4,
2502,Angiospermae,Magnoliopsida,Santalales,Santalaceae,Thesium linophyllon L.,Thesium linophyllon,Thesium,őshonos,30,Ge,G,CEU,,Allium,6,3,2,2,2,2,4,8,0,1,1,1
2503,Angiospermae,Magnoliopsida,Santalales,Santalaceae,Thesium ramosum Hayne,Thesium ramosum,Thesium,őshonos,25,He,G,EUA,,Allium,6,3,,2,2,,,8,,1,1,
2504,Angiospermae,Magnoliopsida,Cucurbitales,Cucurbitaceae,Thladiantha dubia Bunge,Thladiantha dubia,Thladiantha,idegenhonos,400,Ge,A,ADV,meghonosodott faj,Zea,6,4,,6,3,,,7,,2-3,6,
2505,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi alliaceum L.,Thlaspi alliaceum,Thlaspi,rejtett honosságú,50,Th,Gr,SME,meghonosodott faj,Allium,4,3,3,6,3,4,5,7,0,3,6,5
2506,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi arvense L.,Thlaspi arvense,Thlaspi,rejtett honosságú,50,Th,W,EUA,meghonosodott faj,Allium,4,2,3,3,3,5,4,6,0,3-4,7,6
2507,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi caerulescens J. et C. Presl,Thlaspi caerulescens,Thlaspi,őshonos,35,HT-He,Gu,CEU,,Allium,3,2,,6,3,5,,7,0,2,4,4
2508,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi goesingense Halácsy,Thlaspi goesingense,Thlaspi,őshonos,50,He,Su,ALB,,Allium,4,2,,2,3,,,8,,1-2,1,
2509,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi jankae A. Kern.,Thlaspi jankae,Thlaspi,őshonos,40,He,S,PAN,,Allium,4,2,2,2,2-3,,3,8,,1-2,2,
2510,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi kovatsii Heuff.,Thlaspi kovatsii,Thlaspi,őshonos,35,He,Su,PAN,,Allium,4,2,2,5,3,,3,6,,,3,
2511,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi montanum L.,Thlaspi montanum,Thlaspi,őshonos,30,He,Su,CEU,,Allium,4,1,2,2,2,4,5,8,0,1,2,2
2512,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi perfoliatum L.,Thlaspi perfoliatum,Thlaspi,őshonos,20,Th,DT,SME,,Allium,4,2,1,2,3,4,4,8,0,2,2,2
2513,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Thrincia nudicaulis (L.) Dostál,Thrincia nudicaulis,Thrincia,őshonos,35,He,,,,Allium,5,5,,,,6,,,1,,,5
2514,Pinophyta,Pinopsida,Pinales,Cupressaceae,Thuja occidentalis L.,Thuja occidentalis,Thuja,idegenhonos,1500,MM,,,alkalmi faj,Allium,4,2,,,,,,,,,,
2515,Pinophyta,Pinopsida,Pinales,Cupressaceae,Thuja orientalis L.  Platycladus orientalis,Thuja orientalis,Thuja,idegenhonos,1500,MM,I,ADV,meghonosodott faj,Zea,4,2,,,,,,,,,,
2516,Pinophyta,Pinopsida,Pinales,Cupressaceae,Thuja plicata Donn ex D. Don,Thuja plicata,Thuja,idegenhonos,3000,MM,,,alkalmi faj,Zea,4,2,,,,,,,,,,
2517,Angiospermae,Magnoliopsida,Malvales,Thymelaeaceae,Thymelaea passerina (L.) Coss. et Germ.,Thymelaea passerina,Thymelaea,idegenhonos,50,Th,W,PoM,meghonosodott faj,Allium,7,2,,4,1-2,4,,8,0,2,4,4
2518,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Thymus glabrescens Willd.,Thymus glabrescens,Thymus,őshonos,15,Ch,G,PoP,,Allium,6,3,2,1,1-2,,3,8,,1-2,1,
2519,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Thymus pannonicus All.,Thymus pannonicus,Thymus,őshonos,30,Ch,G,EUA,,Allium,6,3,2,2,1-2,,4,8,,1,2,
2520,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Thymus praecox Opiz,Thymus praecox,Thymus,őshonos,15,Ch,S,CEU,,Allium,5,3,1,1,1-2,3,5,9,0,1,1,1
2521,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Thymus pulegioides L.,Thymus pulegioides,Thymus,őshonos,30,Ch,G,EUR,,Allium,6,4,,3,2,4,,8,0,1,1,1
2522,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Thymus serpyllum L. s. str.,Thymus serpyllum,Thymus,őshonos,10,Ch,C,CEU,,Allium,7,2,1,2,1-2,2,3,8,0,1,1,1
2523,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Thymus vulgaris L.,Thymus vulgaris,Thymus,idegenhonos,30,Ch,I,ADV,alkalmi faj,Allium,5,6,,,,,,,,,,
2524,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Tilia cordata Mill.,Tilia cordata,Tilia,őshonos,4000,MM,G,EUR,,Epilobium,6,1,5,5,2-3,5,3,4,0,3,5,5
2525,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Tilia platyphyllos Scop.,Tilia platyphyllos,Tilia,őshonos,4000,MM,C,EUR,,Epilobium,5,2,4,5,2-3,6,4,3,0,3-4,7,7
2526,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Tilia tomentosa Moench,Tilia tomentosa,Tilia,őshonos,4000,MM,C,PaB,,Epilobium,6,2,4,5,3,,3,4,,2,6,
2527,Angiospermae,Liliopsida,Liliales,Melanthiaceae,Tofieldia calyculata (L.) Wahlenb.,Tofieldia calyculata,Tofieldia,rejtett honosságú,30,He,,ADV,meghonosodott faj,Allium,6,2,,,,8,,,0,,,2
2528,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Tordylium maximum L.,Tordylium maximum,Tordylium,rejtett honosságú,120,Th-HT(-He?),DT,SME,meghonosodott faj,Allium,6,3,2,2,2,3,4,7,0,1-2,2,5
2529,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Torilis arvensis (Huds.) Link,Torilis arvensis,Torilis,idegenhonos,80,Th,W,SME,meghonosodott faj,Bidens,6,3,3,3,2-3,4,4,7,0,3,4,4
2530,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Torilis japonica (Houtt.) DC.,Torilis japonica,Torilis,őshonos,120,Th(-HT),DT,EUA,,Bidens,6,4,3,5,2-3,5,0,6,0,3-4,8,8
2531,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Torilis ucranica Spreng.,Torilis ucranica,Torilis,őshonos,50,Th,DT,PON,,Bidens,6,3,3,5,2-3,,0,6,,3-4,7,
2532,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Torminalis glaberrima (Gand.) Sennikov &amp; Kurtto,Torminalis glaberrima,Torminalis,őshonos,2500,MM,G,SME,,Cornus,5,2,4,4,3,4,4,5,0,2-3,4,4
2533,Angiospermae,Liliopsida,Commelinales,Commelinaceae,Tradescantia virginiana L.,Tradescantia virginiana,Tradescantia,idegenhonos,50,He,,,alkalmi faj,Allium,6,4,,,,,,,,,,
2534,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tragopogon dubius Scop.,Tragopogon dubius,Tragopogon,őshonos,60,HT-He,DT,SME,,Epilobium,5,2,4,4,2-3,4,0,7,0,2,3,4
2535,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tragopogon floccosus Waldst. et Kit.,Tragopogon floccosus,Tragopogon,őshonos,80,HT,S,PAN,,Epilobium,7,3,2,2,1-2,,5,8,,1,1,
2536,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tragopogon orientalis L.,Tragopogon orientalis,Tragopogon,őshonos,70,HT-He,DT,EUA,,Epilobium,5,6,4,4,2-3,5,0,7,0,3,6,6
2537,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tragopogon porrifolius L.,Tragopogon porrifolius,Tragopogon,idegenhonos,60,HT-He,,,alkalmi faj,Epilobium,6,2,,,,4,,,0,,,
2538,Angiospermae,Liliopsida,Poales,Poaceae,Tragus racemosus (L.) All.,Tragus racemosus,Tragus,idegenhonos,40,Th,W,KOZ,özönfaj,Bidens,6,5,0,2,2,4,4,9,0,2,4,7
2539,Angiospermae,Magnoliopsida,Myrtales,Lythraceae,Trapa natans L.,Trapa natans,Trapa,őshonos,300,HH(Th),C,EUA,,Wolffia,6,3,11,11,5,11,4,8,0,4,8,8
2540,Angiospermae,Liliopsida,Asparagales,Orchidaceae,Traunsteinera globosa (L.) Rchb.,Traunsteinera globosa,Traunsteinera,őshonos,50,Ge,Sr,CEU,,Lycopodium,5,3,4,5,2-3,5,3,7,0,2,4,3
2541,Angiospermae,Magnoliopsida,Zygophyllales,Zygophyllaceae,Tribulus terrestris L.,Tribulus terrestris,Tribulus,rejtett honosságú,60,Th,NP,KOZ,meghonosodott faj,Bidens,7,4,0,1,1,,4,9,,2,2,
2542,Angiospermae,Liliopsida,Poales,Cyperaceae,Trichophorum alpinum (L.) Pers.,Trichophorum alpinum,Trichophorum,őshonos,30,He,Su,CIR,,Phragmites,4,2,,10,4,10,,8,0,1,2,2
2543,Angiospermae,Liliopsida,Poales,Cyperaceae,Trichophorum caespitosum (L.) Hartm.,Trichophorum caespitosum,Trichophorum,nem megerősített,40,He,Su,CIR,,Phragmites,5,3,,9,4,9,,8,0,1,2,1
2544,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium alexandrinum L.,Trifolium alexandrinum,Trifolium,idegenhonos,70,Th,,,alkalmi faj,Allium,6,4,,,,,,,,,,
2545,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium alpestre L.,Trifolium alpestre,Trifolium,őshonos,40,He,G,CEU,,Allium,6,3,3,3,2-3,3,4,7,0,2,3,3
2546,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium angulatum Waldst. et Kit.,Trifolium angulatum,Trifolium,őshonos,25,Th,S,BAL,,Allium,7,2,,2,1-2,,,8,,1,1,
2547,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium arvense L.,Trifolium arvense,Trifolium,őshonos,30,Th,DT,EUA,,Allium,5,5,2,2,1-2,3,4,8,0,1-2,1,1
2548,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium aureum Pollich,Trifolium aureum,Trifolium,őshonos,30,Th-HT,G,EUA,,Allium,6,3,3,3,2-3,4,0,7,0,1-2,2,2
2549,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium campestre Schreb.,Trifolium campestre,Trifolium,őshonos,30,Th(-HT),DT,EUR,,Allium,5,5,4,4,0,4,4,8,0,2,3,3
2550,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium diffusum Ehrh.,Trifolium diffusum,Trifolium,őshonos,40,Th(-HT),S,PoM,,Allium,6,2,3,3,1-2,,3,7,,1,2,
2551,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium dubium Sibth.,Trifolium dubium,Trifolium,őshonos,30,Th(-HT),G,SAT,,Allium,5,5,4,5,3,4,3,6,0,2,4,4
2552,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium fragiferum L.,Trifolium fragiferum,Trifolium,őshonos,20,He,DT,EUA,,Allium,5,6,7,7,3-4,7,4,8,4,1,7,7
2553,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium hybridum L.,Trifolium hybridum,Trifolium,őshonos,50,He,DT,CEU,,Allium,5,5,8,8,4,6,4,7,0,2-3,5,5
2554,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium incarnatum L.,Trifolium incarnatum,Trifolium,idegenhonos,50,Th,I,ADV,alkalmi faj,Allium,5,3,,5,2-3,,,8,,2,5,
2555,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium medium L.,Trifolium medium,Trifolium,őshonos,45,He,G,EUA,,Allium,6,3,3,5,2-3,4,3,6,0,2,3,3
2556,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium micranthum Viv.,Trifolium micranthum,Trifolium,őshonos,10,Th(-HT),S,AsM,,Allium,5,3,,2,1,7,,9,0,1,2,
2557,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium montanum L.,Trifolium montanum,Trifolium,őshonos,40,He,G,CON,,Allium,5,4,3,3,2,3,4,7,0,1-2,2,2
2558,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium ochroleucon Huds.,Trifolium ochroleucon,Trifolium,őshonos,40,He,G,SME,,Allium,6,2,3,4,2,4,3,7,0,1-2,2,2
2559,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium ornithopodioides (L.) Sm.,Trifolium ornithopodioides,Trifolium,őshonos,10,Th,Gr,AsM,,Allium,5,2,,1,1,3,,8,0,1,1,
2560,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium pallidum Waldst. et Kit.,Trifolium pallidum,Trifolium,idegenhonos,40,Th(-HT),Gr,MED,alkalmi faj,Allium,5,3,,1,1,,,8,,2,2,
2561,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium pannonicum Jacq.,Trifolium pannonicum,Trifolium,őshonos,50,He,G,PoM,,Allium,6,2,,3,2,,,7,,2,4,
2562,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium patens Schreb.,Trifolium patens,Trifolium,őshonos,50,Th(-HT),G,SME,,Allium,6,3,6,6,3,,4,8,,2,5,
2563,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium pratense L.,Trifolium pratense,Trifolium,őshonos,80,He(-HT),DT,EUA,,Allium,5,5,6,6,0,5,3,7,0,2-3,5,
2564,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium repens L.,Trifolium repens,Trifolium,őshonos,20,He,DT,KOZ,,Allium,5,6,5,5,0,5,0,8,1,3,7,6
2565,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium retusum L.,Trifolium retusum,Trifolium,őshonos,20,Th,S,PoM,,Allium,5,3,,2,1,3,,8,0,1,1,
2566,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium rubens L.,Trifolium rubens,Trifolium,őshonos,60,He,G,SME,,Allium,6,2,3,3,2,3,4,7,0,2,3,2
2567,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium striatum L.,Trifolium striatum,Trifolium,őshonos,30,Th,NP,AsM,,Allium,5,3,,2,1,3,,8,1,1-2,2,1
2568,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium strictum L.,Trifolium strictum,Trifolium,őshonos,30,Th,S,AsM,,Allium,5,2,,2,1,,,8,,1,1,
2569,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium subterraneum L.,Trifolium subterraneum,Trifolium,őshonos,10,Th,Sr,AsM,,Allium,4,6,,1,1,,,9,,1,1,
2570,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trifolium vesiculosum Savi,Trifolium vesiculosum,Trifolium,őshonos,80,Th,S,PoM,,Allium,5,2,,3,2,,,8,,1,2,
2571,Angiospermae,Liliopsida,Alismatales,Juncaginaceae,Triglochin maritimum L.,Triglochin maritimum,Triglochin,őshonos,40,He,S,CIR,,Allium,5,4,9,7,4,7,5,8,8,,3,5
2572,Angiospermae,Liliopsida,Alismatales,Juncaginaceae,Triglochin palustris L.,Triglochin palustris,Triglochin,őshonos,30,He,G,CIR,,Allium,6,4,9,9,4,9,5,8,3,1,1,1
2573,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trigonella caerulea (L.) Ser.,Trigonella caerulea,Trigonella,idegenhonos,60,Th,I,ADV,alkalmi faj,Allium,6,2,,4,2-3,,,7,,3,4,
2574,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trigonella foenum-graecum L.,Trigonella foenum-graecum,Trigonella,idegenhonos,50,Th,I,ADV,alkalmi faj,Allium,4,4,,,,,,,,,,
